week;tow;PRN10;PRN16;PRN18;PRN20;PRN23;PRN26;PRN27;PRN29;PRN31;
2134;518581;23459450.3890;13707864.1242;14276924.8927;21021433.4370;20542380.8459;21739880.6089;12195051.8593;5223956.9603;25281905.9450;
2134;518582;23460020.8379;13709945.8112;14274583.5205;21020641.6862;20541871.6612;21741401.6364;12195057.2430;5223521.2804;25281192.9601;
2134;518583;23460591.0177;13712027.5384;14272242.0839;21019849.6003;20541362.1474;21742922.5023;12195062.7233;5223085.7541;25280479.6704;
2134;518584;23461160.9285;13714109.3059;14269900.5831;21019057.1795;20540852.3045;21744443.2066;12195068.3002;5222650.3814;25279766.0758;
2134;518585;23461730.5700;13716191.1135;14267559.0182;21018264.4238;20540342.1324;21745963.7492;12195073.9737;5222215.1622;25279052.1765;
2134;518586;23462299.9423;13718272.9611;14265217.3892;21017471.3330;20539831.6312;21747484.1300;12195079.7440;5221780.0965;25278337.9724;
2134;518587;23462869.0454;13720354.8488;14262875.6961;21016677.9072;20539320.8007;21749004.3491;12195085.6111;5221345.1843;25277623.4637;
2134;518588;23463437.8792;13722436.7765;14260533.9390;21015884.1463;20538809.6410;21750524.4062;12195091.5749;5220910.4255;25276908.6503;
2134;518589;23464006.4437;13724518.7441;14258192.1181;21015090.0505;20538298.1520;21752044.3015;12195097.6356;5220475.8201;25276193.5323;
2134;518590;23464574.7388;13726600.7515;14255850.2333;21014295.6197;20537786.3338;21753564.0348;12195103.7932;5220041.3680;25275478.1097;
2134;518591;23465142.7645;13728682.7987;14253508.2847;21013500.8538;20537274.1864;21755083.6061;12195110.0477;5219607.0692;25274762.3825;
2134;518592;23465710.5206;13730764.8856;14251166.2724;21012705.7528;20536761.7096;21756603.0152;12195116.3991;5219172.9237;25274046.3509;
2134;518593;23466278.0073;13732847.0122;14248824.1965;21011910.3169;20536248.9035;21758122.2622;12195122.8476;5218738.9315;25273330.0147;
2134;518594;23466845.2244;13734929.1785;14246482.0570;21011114.5459;20535735.7680;21759641.3471;12195129.3931;5218305.0925;25272613.3742;
2134;518595;23467412.1719;13737011.3842;14244139.8540;21010318.4398;20535222.3032;21761160.2696;12195136.0357;5217871.4066;25271896.4293;
