week;tow;PRN10;PRN16;PRN18;PRN20;PRN23;PRN26;PRN27;PRN29;PRN31;
2134;518532;10750986.6857;-7420342.5553;9124476.0621;15441172.8622;16516822.0597;751929.6179;-17365514.0477;22336157.2744;-5510755.5491;
2134;518533;10751677.3088;-7418528.2101;9125585.4380;15441139.1645;16516818.0865;753184.7844;-17363486.4217;22337799.7428;-5510195.9663;
2134;518534;10752367.6780;-7416714.0474;9126695.0094;15441105.3381;16516813.9222;754439.7161;-17361458.5093;22339441.9174;-5509636.1971;
2134;518535;10753057.7936;-7414900.0674;9127804.7764;15441071.3830;16516809.5668;755694.4129;-17359430.3106;22341083.7982;-5509076.2416;
2134;518536;10753747.6554;-7413086.2700;9128914.7390;15441037.2995;16516805.0203;756948.8749;-17357401.8257;22342725.3851;-5508516.0996;
2134;518537;10754437.2637;-7411272.6553;9130024.8971;15441003.0874;16516800.2829;758203.1021;-17355373.0545;22344366.6781;-5507955.7712;
2134;518538;10755126.6182;-7409459.2234;9131135.2507;15440968.7468;16516795.3546;759457.0944;-17353343.9972;22346007.6771;-5507395.2563;
2134;518539;10755815.7192;-7407645.9742;9132245.7999;15440934.2779;16516790.2354;760710.8519;-17351314.6538;22347648.3821;-5506834.5549;
2134;518540;10756504.5666;-7405832.9078;9133356.5446;15440899.6806;16516784.9253;761964.3746;-17349285.0243;22349288.7930;-5506273.6669;
2134;518541;10757193.1604;-7404020.0243;9134467.4848;15440864.9549;16516779.4245;763217.6625;-17347255.1087;22350928.9098;-5505712.5923;
2134;518542;10757881.5007;-7402207.3236;9135578.6205;15440830.1011;16516773.7329;764470.7156;-17345224.9072;22352568.7325;-5505151.3310;
2134;518543;10758569.5875;-7400394.8059;9136689.9518;15440795.1190;16516767.8506;765723.5338;-17343194.4198;22354208.2609;-5504589.8831;
2134;518544;10759257.4209;-7398582.4710;9137801.4785;15440760.0087;16516761.7777;766976.1173;-17341163.6465;22355847.4950;-5504028.2485;
2134;518545;10759945.0008;-7396770.3192;9138913.2006;15440724.7703;16516755.5141;768228.4659;-17339132.5873;22357486.4349;-5503466.4272;
2134;518546;10760632.3274;-7394958.3504;9140025.1183;15440689.4039;16516749.0601;769480.5798;-17337101.2424;22359125.0804;-5502904.4190;
2134;518547;10761319.4005;-7393146.5647;9141137.2314;15440653.9094;16516742.4155;770732.4588;-17335069.6118;22360763.4314;-5502342.2241;
2134;518548;10762006.2203;-7391334.9620;9142249.5400;15440618.2870;16516735.5804;771984.1031;-17333037.6954;22362401.4880;-5501779.8423;
2134;518549;10762692.7868;-7389523.5425;9143362.0440;15440582.5366;16516728.5550;773235.5125;-17331005.4934;22364039.2501;-5501217.2736;
2134;518550;10763379.1000;-7387712.3062;9144474.7435;15440546.6584;16516721.3392;774486.6872;-17328973.0059;22365676.7177;-5500654.5180;
2134;518551;10764065.1599;-7385901.2530;9145587.6384;15440510.6523;16516713.9331;775737.6271;-17326940.2328;22367313.8906;-5500091.5755;
2134;518552;10764750.9666;-7384090.3831;9146700.7287;15440474.5185;16516706.3367;776988.3322;-17324907.1741;22368950.7689;-5499528.4459;
2134;518553;10765436.5201;-7382279.6965;9147814.0145;15440438.2570;16516698.5501;778238.8026;-17322873.8301;22370587.3525;-5498965.1293;
2134;518554;10766121.8204;-7380469.1932;9148927.4956;15440401.8677;16516690.5734;779489.0381;-17320840.2006;22372223.6413;-5498401.6257;
2134;518555;10766806.8676;-7378658.8732;9150041.1722;15440365.3509;16516682.4065;780739.0389;-17318806.2858;22373859.6353;-5497837.9349;
2134;518556;10767491.6616;-7376848.7366;9151155.0441;15440328.7065;16516674.0496;781988.8050;-17316772.0857;22375495.3345;-5497274.0570;
2134;518557;10768176.2026;-7375038.7835;9152269.1115;15440291.9345;16516665.5026;783238.3362;-17314737.6003;22377130.7388;-5496709.9919;
2134;518558;10768860.4905;-7373229.0138;9153383.3742;15440255.0351;16516656.7656;784487.6328;-17312702.8297;22378765.8481;-5496145.7397;
2134;518559;10769544.5254;-7371419.4276;9154497.8322;15440218.0082;16516647.8388;785736.6945;-17310667.7740;22380400.6624;-5495581.3001;
2134;518560;10770228.3072;-7369610.0249;9155612.4857;15440180.8539;16516638.7220;786985.5215;-17308632.4331;22382035.1817;-5495016.6733;
2134;518561;10770911.8361;-7367800.8058;9156727.3345;15440143.5724;16516629.4154;788234.1138;-17306596.8072;22383669.4059;-5494451.8592;
2134;518562;10771595.1121;-7365991.7703;9157842.3786;15440106.1635;16516619.9191;789482.4713;-17304560.8962;22385303.3349;-5493886.8577;
2134;518563;10772278.1351;-7364182.9184;9158957.6180;15440068.6274;16516610.2330;790730.5941;-17302524.7003;22386936.9688;-5493321.6688;
2134;518564;10772960.9052;-7362374.2502;9160073.0528;15440030.9641;16516600.3572;791978.4822;-17300488.2195;22388570.3074;-5492756.2925;
2134;518565;10773643.4225;-7360565.7657;9161188.6829;15439993.1737;16516590.2917;793226.1355;-17298451.4538;22390203.3507;-5492190.7287;
2134;518566;10774325.6869;-7358757.4650;9162304.5083;15439955.2561;16516580.0367;794473.5541;-17296414.4033;22391836.0987;-5491624.9775;
2134;518567;10775007.6986;-7356949.3480;9163420.5291;15439917.2116;16516569.5921;795720.7380;-17294377.0679;22393468.5513;-5491059.0387;
2134;518568;10775689.4575;-7355141.4149;9164536.7451;15439879.0400;16516558.9581;796967.6872;-17292339.4479;22395100.7085;-5490492.9123;
2134;518569;10776370.9636;-7353333.6656;9165653.1564;15439840.7415;16516548.1346;798214.4016;-17290301.5432;22396732.5702;-5489926.5983;
